State,City,Population,Crime Index total,Modified Crime Index total1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson,,,,,,,
,Vernon,"11,663",654,656,               -,9,8,34,175,406,22,2,,,,,,,
,Victoria,"64,185","3,703","3,712",3,25,64,350,824,"2,292",145,9,,,,,,,
,Vidor,"11,914",500,510,               -,2,13,34,91,318,42,10,,,,,,,
,Waco,"112,893","9,334","9,386",13,122,231,572,"1,515","5,935",946,52,,,,,,,
,Watauga,"24,211",482,483,               -,1,6,30,84,336,25,1,,,,,,,
,Waxahachie,"23,988","1,165","1,171",1,2,7,38,183,871,63,6,,,,,,,
,Weatherford,"21,631",770,777,1,7,9,13,87,607,46,7,,,,,,,
,Weslaco,"32,669","2,272","2,278",               -,3,33,85,382,"1,630",139,6,,,,,,,
,West University Place,"14,842",258,258,               -,             -,2,5,57,188,6,           -,,,,,,,
,White Settlement,"16,659",620,620,               -,             -,5,68,123,365,59,           -,,,,,,,
,Wichita Falls,"102,905","6,271","6,320",5,37,162,382,"1,098","4,135",452,49,,,,,,,
,Woodway,"10,037",168,168,               -,1,2,7,14,136,8,           -,,,,,,,
,Wylie,"13,721",385,386,               -,             -,2,51,79,227,26,1,,,,,,,
UTAH,Alpine/Highland,"12,098",200,200,               -,1,1,5,43,143,7,           -,,,,,,,
,American Fork,"19,810",808,809,               -,4,1,26,94,636,47,1,,,,,,,
,Bountiful,"43,166","1,059","1,063",               -,10,4,90,177,734,44,4,,,,,,,
,Brigham City,"17,960",830,834,1,6,7,30,92,666,28,4,,,,,,,
,Cedar City,"20,235",877,878,               -,1,1,15,125,707,28,1,,,,,,,
,Centerville,"16,670",391,393,1,3,              -,2,77,301,7,2,,,,,,,
,Clearfield,"28,389",900,917,               -,15,7,22,105,696,55,17,,,,,,,
,Clinton,"12,668",199,202,               -,3,              -,6,34,144,12,3,,,,,,,
,Farmington,"12,390",258,261,               -,1,              -,7,35,193,22,3,,,,,,,
,Kaysville,"20,407",333,336,               -,3,              -,7,46,265,12,3,,,,,,,
,Layton,"59,209","2,298","2,318",1,21,12,71,354,"1,709",130,20,,,,,,,
,Lehi,"17,697",311,313,               -,             -,2,10,83,189,27,2,,,,,,,
,Midvale,"31,340","1,728","1,732",               -,17,23,56,211,"1,304",117,4,,,,,,,
,Murray,"34,023","3,149","3,152",               -,24,28,79,357,"2,455",206,3,,,,,,,
,North Ogden,"15,499",251,251,               -,3,2,6,29,205,6,           -,,,,,,,
,Ogden,"71,519","5,526","5,526",6,79,138,220,854,"3,840",389,           -,,,,,,,
,Orem,"86,990","3,475","3,477",1,18,10,25,332,"2,919",170,2,,,,,,,
,Payson,"11,766",350,355,               -,5,              -,6,68,253,18,5,,,,,,,
,Pleasant Grove/Lindon,"29,912",754,765,               -,5,3,15,70,611,50,11,,,,,,,
,Provo,"116,060","3,917","3,946",               -,45,26,57,667,"2,942",180,29,,,,,,,
,Roy,"33,565",940,946,1,6,6,74,109,701,43,6,,,,,,,
,Salt Lake City,"179,455","16,831","16,928",10,137,576,578,"2,169","11,828","1,533",97,,,,,,,
,Sandy,"106,795","3,076","3,098",5,17,24,80,505,"2,331",114,22,,,,,,,
,South Jordan,"29,368",657,662,               -,             -,1,31,166,419,40,5,,,,,,,
,South Ogden,"15,037",659,660,1,3,5,18,68,545,19,1,,,,,,,
,South Salt Lake,"21,114","1,885","1,895",1,33,37,67,260,"1,232",255,10,,,,,,,
,Spanish Fork,"18,089",912,916,               -,9,3,6,132,744,18,4,,,,,,,
,Springville,"18,120",829,834,1,6,4,19,146,629,24,5,,,,,,,
,West Jordan,"68,299","2,712","2,722",               -,26,17,81,314,"2,112",162,10,,,,,,,
,West Valley,"107,702","7,136","7,175",4,66,116,306,986,"5,039",619,39,,,,,,,
VERMONT,Bennington,"16,364",468,471,               -,2,5,12,71,364,14,3 ,,,,,,,
,Brattleboro,"12,134",464,464,               -,4,6,10,79,347,18,           -,,,,,,,
,Burlington,"39,306","3,023","3,040",               -,31,31,116,500,"2,230",115,17 ,,,,,,,
,Colchester,"16,960",623,626,               -,1,5,16,82,504,15,3 ,,,,,,,
,Essex,"18,743",593,598,               -,1,4,5,78,486,19,5 ,,,,,,,
,Milton,"10,302",364,367,               -,1,              -,2,44,300,17,3 ,,,,,,,
,South Burlington,"14,619",972,973,               -,             -,6,8,73,854,31,1 ,,,,,,,
VIRGINIA,Alexandria State Police,                   -,6,6,               -,             -,              -,1,             -,2,3 ,           -,,,,,,,
,Blacksburg,"35,489",714,718,               -,5,5,49,97,535,23,4 ,,,,,,,
,Bristol State Police,                   -,3,3,               -,             -,             -,                  -,             -,3,             -,           -,,,,,,,
,Charlottesville,"37,916","2,323","2,340",3,18,102,276,359,"1,427",138,17 ,,,,,,,
,Chesapeake State Police,                   -,8,8,               -,             -,             -,3,             -,5,             -,           -,,,,,,,
,Colonial Heights,"16,721","1,226","1,241",               -,2,16,19,103,"1,046",40,15 ,,,,,,,
,Colonial Heights State Police,                   -,1,1,               -,             -,             -,1,             -,             -,             -,           -,,,,,,,
,Fairfax City,"21,316",737,738,               -,5,4,25,70,584,49,1 ,,,,,,,
,Fredericksburg,"19,389","1,166","1,170",2,8,22,73,91,900,70,4 ,,,,,,,
,Fredericksburg State Police,                   -,3,3,               -,             -,             -,                  -,             -,2,1,           -,,,,,,,
,Front Royal,"14,086",627,634,               -,7,7,22,78,476,37,7 ,,,,,,,
,Hampton State Police,                   -,15,15,               -,             -,             -,1,             -,6,8,           -,,,,,,,
,Harrisonburg,"35,150","1,528","1,539",3,13,25,96,198,"1,123",70,11 ,,,,,,,
,Harrisonburg State Police,                   -,8,8,               -,             -,             -,                  -,             -,6,2,           -,,,,,,,
,Herndon,"19,769",721,721,               -,4,19,35,37,560,66,           -,,,,,,,
,Hopewell,"23,341","1,255","1,267",1,15,48,121,219,748,103,12 ,,,,,,,
,Leesburg,"27,622",631,636,               -,4,17,53,32,489,36,5 ,,,,,,,
,Lynchburg,"65,838","2,752","2,773",2,26,87,177,402,"1,846",212,21 ,,,,,,,
,Lynchburg State Police,                   -,4,4,               -,             -,1,1,             -,2,             -,           -,,,,,,,
,Manassas,"34,500","1,421","1,439",2,21,34,78,131,"1,005",150,18 ,,,,,,,
,Martinsville,"15,445",769,773,8,7,21,48,80,561,44,4 ,,,,,,,
,Newport News,"184,497","9,957","10,063",20,95,448,777,"1,460","5,952","1,205",106 ,,,,,,,
,Newport News State Police,                   -,16,16,               -,             -,             -,8,             -,4,4,           -,,,,,,,
,Norfolk,"232,632","15,913","15,944",44,121,772,726,"2,304","10,192","1,754",31 ,,,,,,,
,Norfolk State Police,                   -,12,12,               -,             -,             -,3,             -,7,2,           -,,,,,,,
,Petersburg,"35,427","2,759","2,776",7,22,137,207,451,"1,644",291,17 ,,,,,,,
,Petersburg State Police,                   -,6,6,1,             -,             -,1,1,1,2,           -,,,,,,,
,Portsmouth State Police,                   -,6,6,               -,             -,1,             -,             -,5,             -,           -,,,,,,,
,Richmond,"195,375","16,710","16,877",72,110,"1,117","1,045","2,829","8,848","2,689",167 ,,,,,,,
,Richmond State Police,                   -,10,10,               -,             -,             -,                  -,             -,7,3,           -,,,,,,,
,Roanoke State Police,                   -,10,10,               -,             -,             -,                  -,1,6,3,           -,,,,,,,
,Salem,"24,756",580,581,               -,2,2,10,48,482,36,1 ,,,,,,,
,Suffolk,"66,744","2,895","2,932",3,19,108,215,509,"1,768",273,37 ,,,,,,,
,Suffolk State Police,                   -,1,1,               -,             -,             -,                  -,1,             -,             -,           -,,,,,,,
,Vienna,"17,741",241,243,               -,2,4,12,16,202,5,2 ,,,,,,,
,Virginia Beach,"446,431","17,682","17,843",11,100,451,374,"2,491","13,404",851,161 ,,,,,,,
,Virginia Beach State Police,                   -,15,15,               -,             -,             -,1,             -,12,2,           -,,,,,,,
,Winchester,"23,149","1,257","1,266",               -,6,23,83,174,920,51,9 ,,,,,,,
,Winchester State Police,                   -,2,2,               -,             -,             -,                  -,1,1,             -,           -,,,,,,,
WASHINGTON,Aberdeen,"16,472","1,408","1,411",3,10,             -,29,165,"1,130",71,3,,,,,,,
,Anacortes,"15,736",454,455,               -,3,2,2,57,371,19,1,,,,,,,
,Bainbridge Island,"18,673",392,407,               -,2,1,2,104,282,1,15,,,,,,,
,Bellevue,"108,046","4,511","4,554",               -,17,60,62,470,"3,397",505,43,,,,,,,
,Bellingham,"64,527","4,149","4,166",3,18,42,71,587,"3,247",181,17,,,,,,,
,Bonney Lake,"10,340",503,503,1,3,3,10,73,372,41,           -,,,,,,,
,Bothell,"31,061",815,822,               -,5,8,33,140,568,61,7,,,,,,,
,Bremerton,"41,584","2,938","2,955",5,75,76,231,473,"1,810",268,17,,,,,,,
,Burien,"27,442","2,682","2,711",               -,26,77,102,536,"1,486",455,29,,,,,,,
,Camas,"11,899",375,378,               -,2,2,1,64,291,15,3,,,,,,,
,Centralia,"13,636","1,366","1,374",               -,19,19,55,193,"1,003",77,8,,,,,,,
,Covington,"13,960",550,554,1,8,11,21,84,378,47,4,,,,,,,
,Des Moines,"27,224","1,074","1,079",               -,11,31,54,174,546,258,5,,,,,,,
,Edgewood,"11,992",311,316,               -,1,1,13,68,187,41,5,,,,,,,
,Edmonds,"41,726","1,015","1,026",               -,5,14,11,201,682,102,11,,,,,,,
,Ellensburg,"14,859","1,040","1,043",               -,9,5,19,147,828,32,3,,,,,,,
,Everett,"89,442","6,228","6,265",4,142,146,275,970,"3,421","1,270",37,,,,,,,
,Federal Way,"76,178","4,789","4,825",6,43,128,158,533,"3,072",849,36,,,,,,,
,Issaquah,"11,207",788,792,               -,5,6,5,117,547,108,4,,,,,,,
,Kelso,"12,644","1,018","1,031",               -,12,23,40,170,686,87,13,,,,,,,
,Kenmore,"19,601",475,486,               -,11,15,11,113,280,45,11,,,,,,,
,Kennewick,"51,941","3,008","3,039",1,26,38,127,433,"2,190",193,31,,,,,,,
,Kent,"67,818","5,451","5,508",2,23,133,137,810,"3,371",975,57,,,,,,,
,Kirkland,"46,727","1,491","1,505",               -,13,12,35,214,997,220,14,,,,,,,
,Lacey,"31,920","1,451","1,460",               -,15,26,47,279,"1,010",74,9,,,,,,,
,Lake Forest Park,"12,153",183,188,               -,1,2,2,35,113,30,5,,,,,,,
,Lakewood,"67,741","5,007","5,041",7,55,170,386,"1,037","2,734",618,34,,,,,,,
,Longview,"35,076","2,896","2,936",1,8,31,122,503,"2,001",230,40,,,,,,,
,Lynnwood,"34,848","2,864","2,879",               -,19,43,66,338,"2,090",308,15,,,,,,,
,Marysville,"22,150","1,091","1,101",               -,16,19,14,168,724,150,10,,,,,,,
,Mercer Island,"21,391",376,381,               -,3,2,4,49,301,17,5,,,,,,,
,Mill Creek,"10,452",311,312,               -,             -,1,13,47,226,24,1,,,,,,,
,Moses Lake,"16,694","1,214","1,220",1,12,15,48,160,936,42,6,,,,,,,
,Mountlake Terrace,"21,479",661,674,               -,11,5,13,113,427,92,13,,,,,,,
,Mount Vernon,"24,466","2,203","2,222",               -,14,19,11,268,"1,785",106,19,,,,,,,
,Mukilteo,"15,067",464,472,               -,4,1,15,87,304,53,8,,,,,,,
,Oak Harbor,"21,420",569,574,1,19,5,16,65,444,19,5,,,,,,,
,Olympia,"40,859","2,878","2,891",2,45,51,50,442,"2,081",207,13,,,,,,,
,Pasco,"28,444","1,610","1,617",3,12,33,73,282,"1,090",117,7,,,,,,,
,Port Angeles,"19,502","1,015","1,021",               -,7,9,15,164,793,27,6,,,,,,,
,Pullman,"24,673",455,458,               -,8,1,21,118,288,19,3,,,,,,,
,Puyallup,"32,293","3,273","3,293",               -,10,32,48,339,"2,419",425,20,,,,,,,
,Redmond,"45,778","1,679","1,682",               -,12,15,68,198,"1,205",181,3,,,,,,,
,Renton,"48,678","3,797","3,809",3,37,91,102,493,"2,368",703,12,,,,,,,
,Richland,"38,452","1,300","1,313",               -,7,9,47,180,"1,026",31,13,,,,,,,
,Sammamish,"30,793",525,543,               -,3,3,8,117,366,28,18,,,,,,,
,SeaTac Police Services,"22,909","1,783","1,790",               -,31,37,86,307,896,426,7,,,,,,,
,Seattle,"550,005","45,300","45,472",36,181,"1,653","2,463","6,157","26,424","8,386",172,,,,,,,
,Shoreline,"53,299","1,710","1,731",1,21,41,65,243,"1,156",183,21,,,,,,,
,Spokane,"188,734","16,317","16,387",8,69,370,787,"2,969","10,819","1,295",70,,,,,,,
,Sunnyside,"13,602","1,006","1,009",1,3,6,16,151,767,62,3,,,,,,,
,Tacoma,"184,328","18,605","18,733",15,136,745,"1,501","2,835","10,360","3,013",128,,,,,,,
,Tukwila,"14,620","3,068","3,082",1,23,51,54,289,"2,159",491,14,,,,,,,
,Tumwater,"11,992",504,510,               -,5,7,18,125,304,45,6,,,,,,,
,University Place,"26,989","1,282","1,290",               -,10,36,103,178,797,158,8,,,,,,,
,Vancouver,"121,585","7,721","7,795",4,63,134,392,"1,061","5,449",618,74,,,,,,,
,Walla Walla,"29,553","1,875","1,880",               -,44,22,109,311,"1,303",86,5,,,,,,,
,Wenatchee,"25,325","1,941","1,946",               -,29,20,61,236,"1,491",104,5,,,,,,,
,Yakima,"74,218","6,637","6,670",3,28,120,225,"1,198","4,468",595,33,,,,,,,
WEST VIRGINIA,Huntington,"52,314","3,776","3,828",2,42,137,155,848,"2,277",315,52 ,,,,,,,
,Martinsburg,"15,766",928,936,1,3,28,84,123,632,57,8 ,,,,,,,
,St. Albans,"11,870",269,270,               -,1,4,19,60,164,21,1 ,,,,,,,
,Vienna,"11,282",314,315,               -,1,              -,17,22,268,6,1 ,,,,,,,
WISCONSIN,Appleton,"68,627","1,734","1,734",               -,11,5,81,209,"1,368",60,           -,,,,,,,
,Ashwaubenon,"17,865",896,896,               -,9,2,8,52,809,16,           -,,,,,,,
,Baraboo,"10,299",479,479,               -,1,1,20,39,386,32,           -,,,,,,,
,Beaver Dam,"15,164",465,468,               -,             -,             -,11,53,387,14,3,,,,,,,
,Beloit,"36,498","1,644","1,650",2,13,54,39,219,"1,231",86,6,,,,,,,
,Brookfield,"39,116","1,129","1,129",1,             -,18,12,84,988,26,           -,,,,,,,
,Brown Deer,"12,142",504,504,               -,3,11,                   -,22,442,26,           -,,,,,,,
,Burlington,"10,317",420,422,               -,4,1,2,38,359,16,2,,,,,,,
,Caledonia,"24,908",323,326,               -,1,2,5,68,217,30,3,,,,,,,
,Cedarburg,"10,881",127,131,               -,             -,1,                   -,6,120,             -,4,,,,,,,
,Chippewa Falls,"13,419",360,365,               -,1,3,11,59,269,17,5,,,,,,,
,Cudahy,"18,534",514,516,               -,6,9,6,62,391,40,2,,,,,,,
,De Pere,"20,409",445,445,               -,2,3,3,43,383,11,           -,,,,,,,
,Eau Claire,"61,522","2,575","2,581",1,7,27,102,354,"1,977",107,6,,,,,,,
,Fitchburg,"20,584",560,562,               -,4,15,6,92,418,25,2,,,,,,,
,Fond du Lac,"41,871","1,600","1,603",               -,10,6,36,132,"1,375",41,3,,,,,,,
,Fort Atkinson,"11,404",452,453,               -,             -,1,6,36,397,12,1,,,,,,,
,Fox Valley,"16,974",388,398,1,             -,             -,                   -,33,346,8,10,,,,,,,
,Franklin,"28,705",642,647,               -,5,8,19,86,494,30,5,,,,,,,
,Germantown,"18,244",340,340,               -,1,1,2,27,293,16,           -,,,,,,,
,Glendale,"13,931",850,850,               -,             -,30,7,35,720,58,           -,,,,,,,
,Grafton,"10,909",183,183,               -,1,1,                   -,10,165,6,           -,,,,,,,
,Grand Chute,"17,576",797,798,               -,7,2,3,27,731,27,1,,,,,,,
,Green Bay,"100,483","3,478","3,495",1,36,64,211,658,"2,321",187,17,,,,,,,
,Greendale,"15,253",376,376,               -,1,2,5,17,331,20,           -,,,,,,,
,Greenfield,"36,006","1,300","1,303",               -,7,28,6,162,"1,020",77,3,,,,,,,
,Hartford,"10,340",430,430,               -,             -,2,10,50,353,15,           -,,,,,,,
,Janesville,"61,554","3,185","3,204",               -,19,29,117,425,"2,487",108,19,,,,,,,
,Kaukauna,"13,083",274,276,1,2,              -,11,11,238,11,2,,,,,,,
,Kenosha,"91,376","3,152","3,168",               -,26,78,412,470,"1,955",211,16,,,,,,,
,La Crosse,"50,475","2,068","2,076",               -,17,23,58,160,"1,694",116,8,,,,,,,
,Madison,"215,217","7,992","8,097",3,71,286,328,"1,267","5,365",672,105,,,,,,,
,Manitowoc,"34,213","1,176","1,176",               -,7,3,23,149,945,49,           -,,,,,,,
,Marinette,"12,269",508,508,               -,             -,5,13,61,415,14,           -,,,,,,,
,Marshfield,"20,131",640,650,               -,5,3,9,71,532,20,10,,,,,,,
,Menasha,"16,027",477,480,               -,3,              -,18,30,416,10,3,,,,,,,
,Menomonee Falls,"32,613",521,521,               -,1,8,6,50,425,31,           -,,,,,,,
,Menomonie,"15,634",671,674,               -,7,2,9,97,525,31,3,,,,,,,
,Mequon,"22,802",177,178,               -,3,2,4,21,137,10,1,,,,,,,
,Merrill,"10,658",355,355,               -,5,2,8,45,277,18,           -,,,,,,,
,Middleton,"16,525",483,483,               -,1,6,3,42,416,15,           -,,,,,,,
,Milwaukee,"584,763","44,092","44,616",122,303,"3,021","2,265","6,363","23,949","8,069",524,,,,,,,
,Monroe,"11,222",332,333,               -,6,1,                   -,55,264,6,1,,,,,,,
,Mount Pleasant,"23,238",694,696,               -,1,18,13,125,496,41,2,,,,,,,
,Neenah,"24,429",513,524,               -,7,1,11,43,434,17,11,,,,,,,
,New Berlin,"39,187",529,533,               -,             -,8,24,87,385,25,4,,,,,,,
,Oak Creek,"28,807",798,807,3,3,10,4,67,683,28,9,,,,,,,
,Oconomowoc,"11,927",203,205,               -,1,5,4,13,171,9,2,,,,,,,
,Onalaska,"15,146",581,581,               -,             -,1,7,17,551,5,           -,,,,,,,
,Oshkosh,"61,634","2,029","2,034",               -,17,9,116,234,"1,600",53,5,,,,,,,
,Pewaukee Township,"13,768",142,142,               -,1,              -,1,21,117,2,           -,,,,,,,
,Platteville,"10,070",300,300,               -,2,              -,9,14,270,5,           -,,,,,,,
,Pleasant Prairie,"15,568",330,331,               -,4,3,3,20,289,11,1,,,,,,,
,Port Washington,"10,947",247,249,               -,1,              -,2,23,208,13,2,,,,,,,
,Racine,"82,647","5,611","5,633",4,15,256,261,"1,195","3,293",587,22,,,,,,,
,River Falls,"12,706",535,537,               -,1,2,23,40,453,16,2,,,,,,,
,Sheboygan,"50,627","2,331","2,345",               -,20,14,53,315,"1,807",122,14,,,,,,,
,Shorewood,"12,860",381,383,               -,             -,11,2,39,308,21,2,,,,,,,
,South Milwaukee,"20,727",482,501,               -,5,9,13,69,362,24,19,,,,,,,
,Stevens Point,"23,768",952,960,               -,11,              -,20,106,787,28,8,,,,,,,
,Sun Prairie,"20,831",713,725,1,7,1,15,81,582,26,12,,,,,,,
,Superior,"27,929","1,486","1,497",               -,6,9,41,201,"1,144",85,11,,,,,,,
,Town of Menasha,"16,384",242,245,               -,2,              -,6,28,190,16,3,,,,,,,
,Watertown,"21,459",518,518,               -,3,2,11,80,402,20,           -,,,,,,,
,Waukesha,"64,625","1,399","1,401",               -,16,15,35,187,"1,068",78,2,,,,,,,
,Waupun,"10,277",228,228,               -,1,              -,4,28,193,2,           -,,,,,,,
,Wausau,"37,518","1,534","1,539",               -,11,15,77,257,"1,099",75,5,,,,,,,
,Wauwatosa,"46,384","2,507","2,508",               -,11,84,45,263,"1,950",154,1,,,,,,,
,West Allis,"60,612","2,631","2,660",               -,9,76,75,389,"1,856",226,29,,,,,,,
,West Bend,"29,722",875,879,               -,3,4,3,49,789,27,4,,,,,,,
,Whitefish Bay,"13,118",197,198,               -,             -,5,                   -,16,166,10,1,,,,,,,
,Whitewater,"13,862",334,334,               -,5,2,14,26,280,7,           -,,,,,,,
,Wisconsin Rapids,"19,122","1,070","1,070",1,3,3,9,194,828,32,           -,,,,,,,
WYOMING,Casper,"49,659","2,182","2,229",3,35,16,119,335,"1,558",116,47,,,,,,,
,Cheyenne,"55,519","2,182","2,195",2,20,21,60,182,"1,824",73,13,,,,,,,
,Evanston,"11,774",499,499,               -,             -,2,4,16,460,17,           -,,,,,,,
,Gillette,"20,447","1,049","1,066",1,1,              -,58,66,905,18,17,,,,,,,
,Green River,"13,268",451,453,               -,             -,              -,14,54,374,9,2,,,,,,,
