State,City,Population,Crime Index total,Modified Crime Index total1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Burglary,Larceny-theft,Motor vehicle theft,Arson,
,Moses Lake,"14,933","1,256","1,264",1,8,15,49, ,203,936,44,8,
,Mountlake Terrace,"21,125",820,831,1,10,11,18, ,112,553,115,11,
,Mount Vernon,"22,956","2,247","2,256",-,8,18,21, ,409,"1,714",77,9,
,Mukilteo,"14,792",484,503,-,1,4,13, ,88,328,50,19,
,Olympia,"39,650","2,571","2,581",-,34,37,58, ,340,"1,980",122,10,
,Pasco,"27,689","1,849","1,852",1,12,33,92, ,296,"1,247",168,3,
,Port Angeles,"18,990",932,947,-,8,3,13,,134,728,46,15,
,Puyallup,"29,385","2,997","3,009",-,6,41,59, ,369,"2,174",348,12,
,Redmond,"44,604","1,695","1,704",2,17,15,54, ,201,"1,286",120,9,
,Renton,"48,023","3,548","3,567",4,29,107,107, ,489,"2,100",712,19,
,Richland,"37,731","1,141","1,164",-,8,9,42, ,161,881,40,23,
,SeaTac Police Services,"22,914","1,876","1,889",1,29,41,64, ,310,970,461,13,
,Seattle,"542,954","49,760","49,923",45,188,"1,642","2,291", ,"6,469","30,485","8,640",163,
,Shoreline,"52,731","2,003","2,032",1,22,41,39, ,300,"1,372",228,29,
,Spokane,"186,229","14,976","15,048",6,82,364,920, ,"3,152","9,484",968,72,
,Sunnyside,"13,093",993,999,-,10,8,18, ,172,719,66,6,
,Tacoma,"181,935","17,373","17,468",6,155,687,"1,503", ,"2,924","9,432","2,666",95,
,Tukwila,"14,744","3,267","3,275",1,19,60,60, ,258,"2,417",452,8,
,Tumwater,"11,623",563,565,-,2,8,4, ,160,349,40,2,
,University Place,"32,599","1,313","1,319",-,8,28,56, ,227,863,131,6,
,Vancouver,"74,393","6,727","6,765",1,50,150,395, ,"1,160","4,424",547,38,
,Walla Walla,"29,060","1,989","1,993",-,20,27,99, ,319,"1,432",92,4,
,Wenatchee,"24,200","2,150","2,164",-,8,23,69, ,332,"1,645",73,14,
,Yakima,"65,733","6,543","6,590",10,31,94,209, ,"1,279","4,247",673,47,
WEST VIRGINIA,Beckley,"18,145","1,288","1,300",2,9,26,98, ,164,923,66,12,
,Bluefield,"12,019",423,424,1,1,9,64, ,85,245,18,1,
,Charleston,"55,005","4,977","5,019",8,39,187,347, ,"1,008","2,883",505,42,
,Clarksburg,"16,971",593,600,3,6,6,30, ,152,369,27,7,
,Fairmont,"19,043",497,504,-,1,6,25, ,125,314,26,7,
,Parkersburg,"31,641","1,187","1,202",1,21,8,49, ,228,785,95,15,
,South Charleston,"13,117",788,795,-,4,18,29, ,163,506,68,7,
,Vienna,"11,259",225,226,-,-,1,10, ,15,194,5,1,
,Weirton,"21,157",361,365,-,7,7,17, ,73,244,13,4,
WISCONSIN,Appleton,"65,851","1,743","1,751",1,20,8,68, ,214,"1,362",70,8,
,Ashwaubenon,"17,414",852,854,-,5,4,31,,51,736,25,2,
,Beaver Dam,"14,678",471,480,-,-,-,14, ,46,395,16,9,
,Beloit,"35,338","1,709","1,721",1,12,46,28, ,260,"1,267",95,12,
,Brookfield,"37,942","1,169","1,169",-,2,9,21, ,94,"1,012",31,-,
,Brown Deer,"12,061",449,452,-,-,3,2, ,15,400,29,3,
,Burlington,"10,036",374,377,-,3,1,4, ,48,302,16,3,
,Caledonia,"24,492",402,404,-,2,1,4, ,55,306,34,2,
,Cedarburg,"10,613",141,141,-,1,-,-, ,9,130,1,-,
,Chippewa Falls,"12,774",387,393,-,5,3,10, ,49,304,16,6,
,Cudahy,"18,201",621,625,-,7,11,16, ,74,482,31,4,
,De Pere,"19,579",473,473,-,1,3,5, ,60,392,12,-,
,Eau Claire,"59,505","2,435","2,439",-,19,13,102, ,376,"1,829",96,4,
,Everest,"30,125",394,395,-,1,1,6, ,60,313,13,1,
,Fitchburg,"19,601",458,458,-,9,8,12, ,72,333,24,-,
,Fond Du Lac,"39,929","1,621","1,627",-,11,5,22, ,139,"1,390",54,6, 
,Fort Atkinson,"10,929",368,368,-,-,3,3, ,20,334,8,-,
,Fox Valley,"16,107",344,345,-,4,-,1, ,30,302,7,1,
,Franklin,"27,721",627,627,-,2,9,14, ,90,481,31,-,
,Germantown,"17,358",382,382,1,-,1,1, ,55,303,21,-,
,Glendale,"13,603",936,936,-,-,27,6,,26,817,60,-,
,Grafton,"10,037",140,140,-,3,2,4, ,11,115,5,-,
,Grand Chute,"17,667",944,944,-,7,4,10, ,32,856,35,-,
,Green Bay,"98,293","4,268","4,285",6,43,41,254, ,848,"2,880",196,17,
,Greendale,"15,110",615,616,-,-,1,7, ,11,578,18,1,
,Greenfield,"34,675","1,333","1,338",-,2,26,8, ,174,"1,021",102,5,
,Janesville,"59,454","3,280","3,289",1,22,21,92, ,518,"2,526",100,9,
,Kaukauna,"12,213",232,233,-,3,-,14, ,11,194,10,1,
,Kenosha,"88,302","3,078","3,095",1,24,67,342, ,534,"1,904",206,17,
,La Crosse,"49,328","2,072","2,076",1,5,27,37, ,174,"1,726",102,4,
,Madison,"210,386","7,882","7,935",4,76,264,362, ,"1,355","5,219",602,53,
,Manitowoc,"33,238","1,413","1,413",-,-,6,17, ,172,"1,140",78,-,
,Marinette,"12,087",401,405,-,3,-,19, ,37,335,7,4,
,Marshfield,"19,768",629,634,-,4,-,9, ,91,515,10,5,
,Menasha,"15,492",484,484,-,2,2,42, ,19,408,11,-,
,Menomonee Falls,"31,548",596,596,-,3,10,8, ,77,463,35,-,
,Menomonie,"14,803",704,707,-,5,1,11, ,94,557,36,3,
,Mequon,"22,051",172,172,-,-,3,3, ,12,148,6,-,
,Merrill,"10,351",526,526,-,7,-,12, ,68,418,21,-,
,Middleton,"15,775",405,405,-,3,4,-, ,27,363,8,-,
,Milwaukee,"580,899","46,061","46,559",124,272,"3,134","2,531", ,"6,462","26,124","7,414",498,
,Monroe,"10,818",329,330,-,3,1,1, ,42,274,8,1,
,Mount Pleasant,"23,074",713,717,-,3,13,13, ,90,554,40,4,
,Muskego,"21,700",244,244,-,-,2,2,,48,188,4,-,
,Neenah,"23,702",517,517,-,2,4,20, ,56,423,12,-,
,New Berlin,"37,422",579,580,-,6,6,13, ,109,427,18,1,
,Oak Creek,"27,359",816,827,-,2,6,8, ,73,681,46,11,
,Oconomowoc,"11,444",178,179,-,2,1,12,,15,141,7,1,
,Onalaska,"14,827",621,621,-,1,1,18, ,26,572,3,-,
,Oshkosh,"58,254","2,151","2,154",-,18,10,95, ,258,"1,702",68,3,
,Pewaukee Township,"13,298",179,179,-,1,1,2, ,14,152,9,-,
,Pleasant Prairie,"14,686",420,420,-,2,2,3, ,24,375,14,-,
,Plover,"10,422",165,169,-,4,-,8, ,18,129,6,4,
,Port Washington,"10,596",262,262,-,1,-,2, ,21,228,10,-,
,Racine,"81,513","5,199","5,226",6,13,222,231, ,943,"3,315",469,27,
,River Falls,"11,787",461,464,-,-,-,7,,33,407,14,3,
,Sheboygan,"49,632","2,139","2,156",-,16,18,37, ,238,"1,741",89,17,
,Shorewood,"12,843",352,352,-,-,15,3,,22,297,15,-,
,South Milwaukee,"20,572",587,592,-,4,6,9, ,86,439,43,5,
,Stevens Point,"22,311",955,959,-,9,2,42, ,108,761,33,4,
,Stoughton,"11,602",254,254,-,-,1,6, ,31,208,8,-,
,Sun Prairie,"19,865",395,395,-,5,1,12,,39,325,13,-,
,Superior,"27,282","1,656","1,671",1,18,17,55, ,248,"1,221",96,15,
,Town of Menasha,"16,217",275,279,-,1,-,6, ,37,218,13,4,
,Two Rivers,"13,096",331,333,-,2,1,7, ,31,285,5,2,
,Waukesha,"62,309","1,443","1,447",-,9,30,53, ,231,"1,059",61,4,
,Wausau,"36,547","1,415","1,428",1,21,11,63, ,207,"1,032",80,13,
,Wauwatosa,"46,087","2,205","2,205",1,6,66,54, ,264,"1,653",161,-,
,West Allis,"60,283","2,719","2,749",1,5,53,54, ,405,"1,978",223,30,
,West Bend,"28,642",881,882,-,3,2,26, ,53,758,39,1,
,Whitefish Bay,"13,045",203,205,-,-,4,1, ,4,188,6,2,
,Whitewater,"13,320",290,291,-,5,-,9,,20,244,12,1,
,Wisconsin Rapids,"18,570",994,994,-,3,1,10, ,142,814,24,-,
WYOMING,Casper,"48,152","2,170","2,197",2,25,15,103, ,397,"1,509",119,27,
,Cheyenne,"53,893","2,302","2,321",1,16,19,54, ,201,"1,953",58,19,
,Evanston,"11,444",568,568,-,7,-,14, ,53,476,18,-,
,Gillette,"19,410","1,062","1,072",-,6,7,44, ,117,869,19,10,
,Green River,"13,024",453,455,1,1,2,14, ,33,388,14,2,
,Laramie,"24,967",811,815,-,8,2,54, ,88,642,17,4,
,Riverton,"10,099",525,531,1,-,2,20, ,78,413,11,6,
,Rock Springs,"19,355","1,159","1,162",1,7,3,75, ,114,921,38,3,
,Sheridan,"14,551",457,459,-,2,-,21,,55,362,17,2,
